7.739560485559633385e-01 5.840979689127355767e-01
4.388784397520523184e-01 6.498466015548199914e-01
8.585979199113824567e-01 8.444432113988908917e-02
6.973680290593639031e-01 4.158074021706096302e-01
9.417734788764953180e-02 4.161417386189247836e-02
9.756223516367559245e-01 4.939908192445189306e-01
7.611397019903529682e-01 3.298612123327853141e-01
7.860643052769538119e-01 1.445241888660468987e-01
1.281136326755458743e-01 1.034029677225516419e-01
4.503859378955671344e-01 5.876445721777120434e-01
3.707980242325812359e-01 1.705929685368861026e-01
9.267649888486018117e-01 9.251201183767971958e-01
6.438651200806645436e-01 5.810611397003949685e-01
8.227616132708299723e-01 3.468698045348370673e-01
4.434141988273311297e-01 5.909154914814167547e-01
2.272387217847768870e-01 2.280387102969749780e-02
5.545847870158348014e-01 9.585592132414453292e-01
6.381725610417532391e-02 4.823034369429002322e-01
8.276311719925820709e-01 7.827352272502862141e-01
6.316643991220648457e-01 8.272999992243856848e-02
7.580877400853738290e-01 4.866583308381603468e-01
3.545259681298683629e-01 4.907069943545209201e-01
9.706980243949032694e-01 9.378264549749828483e-01
8.931211213221976752e-01 5.717280523760753796e-01
7.783834970737618653e-01 4.734894010569538070e-01
1.946387078519675740e-01 2.669756630918935780e-01
4.667210037270341783e-01 3.315689973425521853e-01
4.380376578722877667e-02 5.206724024715377874e-01
1.542894920675478287e-01 4.389114603050466856e-01
6.830489532424546262e-01 2.161207988033042593e-02
7.447621559078171360e-01 8.262919241943578186e-01
9.675097324342100125e-01 8.961607718397667233e-01
3.258253581381519437e-01 1.402490889986107714e-01
3.704597060348688853e-01 5.540361435390493972e-01
4.695558112758079217e-01 1.085757411354435487e-01
1.894713590842856954e-01 6.722400930398116925e-01
1.299215053354716431e-01 2.812337838390083222e-01
4.757049262259337441e-01 6.594226346919017656e-01
2.269093490508841127e-01 7.269946142868826122e-01
6.698139946825103497e-01 7.686474919176570220e-01
4.371519188723307359e-01 1.077409459558965610e-01
8.326781960578374386e-01 9.160118451376079163e-01
7.002651020022491180e-01 2.302139908948808156e-01
3.123666413820410659e-01 3.741255617617977869e-02
8.322598013952010598e-01 5.548524693914833605e-01
8.047643574968018632e-01 3.709222838624387508e-01
3.874783790301744579e-01 8.297897431324131601e-01
2.883281039302441062e-01 8.082514720643018125e-01
6.824955039749754926e-01 3.171388928227153459e-01
1.397524836093098077e-01 9.528993950697449700e-01
1.999082024751083209e-01 2.909178381401186231e-01
7.362269751005512397e-03 5.150571292317145389e-01
7.869243775021383946e-01 2.559650905676027488e-01
6.648508565920321356e-01 9.360435700489633248e-01
7.051653786263351043e-01 1.646078175820181455e-01
7.807290310219678897e-01 4.491061939232898759e-02
4.589157755383399540e-01 4.350970600030379387e-01
5.687411959528937411e-01 9.923755640558370450e-01
1.397969981276574458e-01 8.916772662549139472e-01
1.145300735359734423e-01 7.486080194569492141e-01
6.684029617904716503e-01 8.907924908785248563e-01
4.710962061431325232e-01 8.934466396978631986e-01
5.652361064811888269e-01 5.188583603864490579e-01
7.649988574160255794e-01 3.159290518307930062e-01
6.347183200005908077e-01 7.720124321109880228e-01
5.535794006579958237e-01 6.616612631677610823e-01
5.592071607454135451e-01 3.736577288737100710e-01
3.039500980626121951e-01 9.446666806151526874e-02
